city_nm,ksh_cd,city_type_cd,county_nm,district_cd,district_nm,district_seat_nm,area_no,population_no,apartments_no,country_cd,longitude_no,latitude_no
Nyírlövő,11095,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,791,632,245,HU,22.188833,48.204167
Nyírlugos,11271,város,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"5,840",2418,1190,HU,22.040833,47.6945
Nyírmada,12274,város,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"3,880",4630,1544,HU,22.199,48.063833
Nyírmártonfalva,32382,község,Hajdú-Bihar,101 0,Nyíradonyi,Nyíradony,"5,748",1855,788,HU,21.905167,47.586333
Nyírmeggyes,23269,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"2,879",2463,1028,HU,22.265167,47.913833
Nyírmihálydi,26365,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"2,549",2210,642,HU,21.967667,47.734167
Nyírparasznya,10807,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"1,476",829,308,HU,22.2675,48.0235
Nyírpazony,33145,nagyközség,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,"1,505",3719,1387,HU,21.798333,47.981167
Nyírpilis,3878,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"1,634",955,174,HU,22.1915,47.782833
Nyírtass,28060,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"3,795",1786,771,HU,22.025833,48.114667
Nyírtelek,13550,város,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,"6,792",6455,2534,HU,21.350333,48.0425
Nyírtét,9256,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,"1,718",917,361,HU,21.9245,48.0045
Nyírtura,12098,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,"2,148",1786,711,HU,21.831,48.015
Nyírvasvári,16522,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"2,842",1877,732,HU,22.1875,47.821
Nyomár,4215,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,046",267,131,HU,20.821333,48.276333
Nyőgér,22318,község,Vas,179 0,Sárvári,Sárvár,"1,073",334,169,HU,16.9375,47.181833
Nyugotszenterzsébet,26329,község,Baranya,033 0,Szigetvári,Szigetvár,923,205,81,HU,17.910833,46.076167
Nyúl,12955,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,514",4636,1798,HU,17.688167,47.585
Óbánya,12645,község,Baranya,029 0,Pécsváradi,Pécsvárad,749,88,70,HU,18.408,46.222
Óbarok,34306,község,Fejér,077 0,Bicskei,Bicske,"1,926",900,374,HU,18.5665,47.494833
Óbudavár,23913,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,323,50,23,HU,17.691667,46.938
Ócsa,4075,város,Pest,129 0,Gyáli,Gyál,"8,166",9938,3609,HU,19.2325,47.297333
Ócsárd,3780,község,Baranya,028 0,Pécsi,Pécs,"1,266",356,145,HU,18.154833,45.932833
Ófalu,19646,község,Baranya,029 0,Pécsváradi,Pécsvárad,985,336,156,HU,18.533833,46.220333
Ófehértó,22284,község,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,"4,317",2386,965,HU,22.047,47.934167
Óföldeák,7755,község,Csongrád-Csanád,073 0,Makói,Makó,"3,509",452,186,HU,20.438833,46.298667
Óhíd,27775,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,"1,248",489,241,HU,,
Okány,19257,község,Békés,051 0,Sarkadi,Sarkad,"7,062",2115,1141,HU,21.350167,46.899167
Okorág,20686,község,Baranya,030 0,Sellyei,Sellye,"1,185",139,66,HU,17.877833,45.9265
Okorvölgy,8341,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,311,86,34,HU,18.062167,46.151667
Olasz,18555,község,Baranya,024 0,Bólyi,Bóly,"1,029",571,249,HU,18.415833,46.010833
Olaszfa,19743,község,Vas,182 0,Vasvári,Vasvár,"1,654",385,245,HU,16.885333,47.015667
Olaszfalu,26514,község,Veszprém,192 0,Zirci,Zirc,"4,280",1000,407,HU,17.911833,47.243167
Olaszliszka,31778,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,"3,949",1501,685,HU,21.430667,48.243333
Olcsva,11129,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,996,674,254,HU,22.330333,48.087667
Olcsvaapáti,10834,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,102",261,152,HU,22.351333,48.089
Old,21704,község,Baranya,031 0,Siklósi,Siklós,"1,407",319,127,HU,18.355167,45.789333
Ólmod,22044,község,Vas,178 0,Kőszegi,Kőszeg,366,113,57,HU,16.59,47.414333
Oltárc,25478,község,Zala,195 0,Letenyei,Letenye,"2,953",227,120,HU,16.835,46.53
Onga,22558,város,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"3,149",4703,1577,HU,20.908833,48.121
Ónod,22628,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"1,774",2235,795,HU,20.916333,48.002333
Ópályi,27924,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"2,672",2977,913,HU,22.3205,47.996833
Ópusztaszer,12797,község,Csongrád-Csanád,072 0,Kisteleki,Kistelek,"5,950",1979,868,HU,20.066333,46.497
Orbányosfa,20835,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,567,93,58,HU,16.983667,46.852
Orci,24536,község,Somogy,143 0,Kaposvári,Kaposvár,997,520,197,HU,17.874333,46.406
Ordacsehi,16823,község,Somogy,142 0,Fonyódi,Fonyód,"2,256",749,420,HU,17.623333,46.741
Ordas,16276,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"1,631",432,252,HU,18.948,46.637167
Orfalu,17093,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,694,71,37,HU,16.269333,46.880167
Orfű,11730,község,Baranya,028 0,Pécsi,Pécs,"3,215",1113,634,HU,18.157,46.137
Orgovány,16939,nagyközség,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,"9,916",3254,1600,HU,19.475333,46.750833
Ormándlak,22497,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,575,104,62,HU,16.754,46.76
Ormosbánya,34069,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,754,1483,638,HU,20.651167,48.3325
Orosháza,23065,város,Békés,050 1,Orosházi,Orosháza,"20,222",25206,14140,HU,20.672333,46.564333
Oroszi,16595,község,Veszprém,186 0,Devecseri,Devecser,474,131,80,HU,17.417,47.155333
Oroszlány,30766,város,Komárom-Esztergom,113 1,Oroszlányi,Oroszlány,"7,586",17873,8218,HU,18.315333,47.486667
Oroszló,4482,község,Baranya,026 0,Komlói,Komló,612,286,112,HU,18.123833,46.219
Orosztony,25052,község,Zala,196 0,Nagykanizsai,Nagykanizsa,"1,845",360,217,HU,17.061333,46.625333
Ortaháza,4950,község,Zala,194 0,Lenti,Lenti,703,82,52,HU,16.682167,46.623167
Osli,15121,község,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,"1,880",870,391,HU,17.074833,47.6405
Ostffyasszonyfa,32629,község,Vas,176 0,Celldömölki,Celldömölk,"3,431",726,373,HU,17.044,47.328667
Ostoros,27216,község,Heves,104 0,Egri,Eger,"2,351",2901,1127,HU,20.433667,47.865167
Oszkó,7667,község,Vas,182 0,Vasvári,Vasvár,"2,031",587,297,HU,16.876,47.046667
Oszlár,2866,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,571,309,180,HU,21.034,47.8745
Osztopán,19770,község,Somogy,143 0,Kaposvári,Kaposvár,"2,283",744,333,HU,17.671,46.52
Ózd,14492,város,Borsod-Abaúj-Zemplén,062 1,Ózdi,Ózd,"9,226",30550,14266,HU,20.294333,48.221667
Ózdfalu,18661,község,Baranya,030 0,Sellyei,Sellye,800,147,60,HU,18.023833,45.9295
Ozmánbük,18953,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,669,186,91,HU,16.675333,46.9215
Ozora,5661,község,Tolna,174 0,Tamási,Tamási,"5,956",1492,718,HU,18.4,46.751833
Öcs,28112,község,Veszprém,183 0,Ajkai,Ajka,"1,370",201,88,HU,17.613167,47.001167
Őcsény,8961,község,Tolna,173 0,Szekszárdi,Szekszárd,"7,260",2163,917,HU,18.758833,46.314167
Öcsöd,28006,nagyközség,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,"10,366",3018,1615,HU,20.392333,46.902667
Ököritófülpös,31769,nagyközség,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"3,342",1700,612,HU,22.5095,47.918833
Ölbő,12043,község,Vas,179 0,Sárvári,Sárvár,"2,353",683,303,HU,16.863167,47.300167
Ömböly,26550,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"3,036",333,188,HU,22.1915,47.782833
Őr,9025,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"1,778",1433,536,HU,22.1875,47.974667
Őrbottyán,8545,város,Pest,138 0,Váci,Vác,"2,725",8186,3044,HU,19.285167,47.686833
Öregcsertő,8679,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,"4,306",692,383,HU,19.112,46.515333
Öreglak,7056,község,Somogy,142 0,Fonyódi,Fonyód,"2,072",1497,548,HU,17.629667,46.6065
Őrhalom,3249,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"1,746",1007,395,HU,19.405167,48.076333
Őrimagyarósd,13453,község,Vas,177 0,Körmendi,Körmend,"1,229",212,127,HU,16.537,46.889
Őriszentpéter,10630,város,Vas,177 0,Körmendi,Körmend,"3,356",1022,515,HU,16.422167,46.845
Örkény,5281,város,Pest,125 0,Dabasi,Dabas,"3,644",4842,1728,HU,19.432333,47.129167
Örményes,29382,község,Jász-Nagykun-Szolnok,169 0,Törökszentmiklósi,Törökszentmiklós,"3,413",923,461,HU,20.580667,47.193167
Örménykút,27438,község,Békés,052 0,Szarvasi,Szarvas,"5,456",283,199,HU,20.738167,46.831167
Őrtilos,14012,község,Somogy,141 0,Csurgói,Csurgó,"2,112",397,302,HU,16.927,46.282167
Örvényes,10092,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,446,166,108,HU,17.8155,46.9145
Ősagárd,19318,község,Nógrád,119 0,Rétsági,Rétság,"1,092",299,161,HU,19.1935,47.859
Ősi,24068,község,Veszprém,190 0,Várpalotai,Várpalota,"3,586",1987,765,HU,18.190333,47.154
Öskü,25450,község,Veszprém,190 0,Várpalotai,Várpalota,"4,830",2150,860,HU,18.076167,47.166167
Öttevény,2635,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,366",2940,1107,HU,17.4905,47.725167
Öttömös,31079,község,Csongrád-Csanád,074 0,Mórahalmi,Mórahalom,"3,091",600,382,HU,19.682667,46.281333
Ötvöskónyi,32115,község,Somogy,145 0,Nagyatádi,Nagyatád,"2,771",816,301,HU,17.362667,46.287
Pácin,15893,község,Borsod-Abaúj-Zemplén,054 0,Cigándi,Cigánd,"3,393",1416,600,HU,21.835833,48.329
Pacsa,31741,város,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"2,271",1528,670,HU,17.013167,46.719667
Pácsony,7162,község,Vas,182 0,Vasvári,Vasvár,"1,001",268,130,HU,16.857333,47.016833
Padár,24776,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,069",122,77,HU,17.017333,46.852333
Páhi,18670,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,"3,896",1131,643,HU,19.389333,46.713167
Páka,29160,község,Zala,194 0,Lenti,Lenti,"2,318",945,527,HU,16.65,46.5915
Pakod,24271,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,"1,255",823,382,HU,17.0045,46.958333
Pákozd,25751,nagyközség,Fejér,080 0,Gárdonyi,Gárdony,"4,330",3722,1454,HU,18.544,47.216333
Paks,4862,város,Tolna,172 1,Paksi,Paks,"15,408",17917,8582,HU,18.8555,46.628
Palé,23764,község,Baranya,025 0,Hegyháti,Sásd,215,83,36,HU,18.064833,46.261333
Pálfa,9371,község,Tolna,172 0,Paksi,Paks,"3,474",1441,645,HU,18.608833,46.713833
Pálfiszeg,14720,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,559,148,65,HU,16.730667,46.7815
Pálháza,12362,város,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,675,935,414,HU,21.511333,48.471833
Páli,19637,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,"1,955",393,210,HU,17.169333,47.475667
Palkonya,7153,község,Baranya,031 0,Siklósi,Siklós,"1,000",235,119,HU,18.392667,45.896
Pálmajor,34041,község,Somogy,143 0,Kaposvári,Kaposvár,624,356,86,HU,17.5705,46.382167
Pálmonostora,2705,község,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,"5,328",1588,945,HU,19.945667,46.627333
Pálosvörösmart,34324,község,Heves,106 0,Gyöngyösi,Gyöngyös,584,589,285,HU,,
Palotabozsok,10135,község,Baranya,027 0,Mohácsi,Mohács,"2,019",773,401,HU,18.644,46.127333
Palotás,5883,község,Nógrád,118 0,Pásztói,Pásztó,"1,707",1505,765,HU,19.597167,47.7955
Paloznak,17011,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,880,554,256,HU,17.941,46.984167
Pamlény,12371,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,"1,240",57,42,HU,20.930667,48.493833
Pamuk,26392,község,Somogy,142 0,Fonyódi,Fonyód,"1,196",249,119,HU,17.6395,46.551833
Pánd,22248,község,Pest,130 0,Monori,Monor,"2,221",1905,713,HU,19.637167,47.351167
Pankasz,23108,község,Vas,177 0,Körmendi,Körmend,927,392,183,HU,16.501333,46.839333
Pannonhalma,24305,város,Győr-Moson-Sopron,090 1,Pannonhalmi,Pannonhalma,"2,957",3919,1363,HU,17.751333,47.550333
Pányok,24730,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,846,84,77,HU,21.350333,48.529
Panyola,29559,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,220",470,279,HU,22.397333,48.0435
Pap,27748,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"1,715",1698,645,HU,22.143333,48.218
Pápa,31945,város,Veszprém,187 1,Pápai,Pápa,"9,135",28549,14184,HU,17.470333,47.328167
Pápadereske,19868,község,Veszprém,187 0,Pápai,Pápa,575,297,111,HU,17.401333,47.293667
Pápakovácsi,11855,község,Veszprém,187 0,Pápai,Pápa,"1,392",514,187,HU,17.4895,47.265
Pápasalamon,21607,község,Veszprém,187 0,Pápai,Pápa,"1,395",331,158,HU,17.4225,47.2305
Pápateszér,31255,község,Veszprém,187 0,Pápai,Pápa,"3,074",1199,485,HU,17.7015,47.382
Papkeszi,7348,község,Veszprém,184 0,Balatonalmádi,Balatonalmádi,"2,239",1451,548,HU,18.0845,47.089667
Pápoc,14067,község,Vas,176 0,Celldömölki,Celldömölk,"3,132",297,290,HU,17.135167,47.413333
Papos,32577,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"1,067",764,311,HU,22.2495,47.985
Páprád,7010,község,Baranya,030 0,Sellyei,Sellye,"1,211",136,77,HU,18.011667,45.893667
Parád,7436,nagyközség,Heves,109 0,Pétervásárai,Pétervására,"3,720",1795,1103,HU,20.031667,47.923667
Parádsasvár,20215,község,Heves,109 0,Pétervásárai,Pétervására,"1,694",325,253,HU,19.979167,47.912167
Parasznya,26745,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,"1,676",1084,435,HU,20.642833,48.168833
Pári,9618,község,Tolna,174 0,Tamási,Tamási,"1,305",575,270,HU,,
Paszab,31972,község,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,"1,296",1190,399,HU,21.4965,48.174333
Pásztó,7409,város,Nógrád,118 1,Pásztói,Pásztó,"7,260",8455,4165,HU,19.697167,47.92
Pásztori,23481,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,852,390,113,HU,17.273667,47.556
Pat,29656,község,Zala,196 0,Nagykanizsai,Nagykanizsa,833,198,131,HU,17.184667,46.438333
Patak,7199,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"1,615",858,405,HU,19.149833,48.021
Patalom,6141,község,Somogy,143 0,Kaposvári,Kaposvár,668,276,93,HU,17.922,46.449333
Patapoklosi,17792,község,Baranya,033 0,Szigetvári,Szigetvár,"1,265",268,114,HU,17.752,46.073833
Patca,12168,község,Somogy,143 0,Kaposvári,Kaposvár,496,54,37,HU,17.725333,46.2845
Pátka,28848,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,"4,038",1803,751,HU,18.493833,47.277167
Patosfa,15592,község,Somogy,140 0,Barcsi,Barcs,"1,507",236,133,HU,17.668167,46.128333
Pátroha,12186,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"3,923",2766,985,HU,21.997333,48.176333
Patvarc,33880,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,784,714,283,HU,19.347,48.067
Páty,15024,község,Pest,123 0,Budakeszi,Budakeszi,"3,932",8610,2953,HU,18.828167,47.5165
Pátyod,23685,község,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,910,584,286,HU,22.612333,47.869333
Pázmánd,21786,község,Fejér,080 0,Gárdonyi,Gárdony,"2,715",2280,897,HU,18.653833,47.289
Pázmándfalu,12715,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,"1,939",1164,448,HU,17.786167,47.5695
Pécel,4057,város,Pest,128 0,Gödöllői,Gödöllő,"4,363",17377,6012,HU,19.344333,47.487667
Pecöl,14988,község,Vas,179 0,Sárvári,Sárvár,"1,731",747,305,HU,16.822167,47.2035
Pécs,19415,"megyeszékhely, megyei jogú város",Baranya,028 1,Pécsi,Pécs,"16,278",140330,74345,HU,18.2475,46.080167
Pécsbagota,21519,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,607,102,44,HU,18.075167,45.991333
Pécsdevecser,15389,község,Baranya,031 0,Siklósi,Siklós,474,85,49,HU,18.385833,45.958167
Pécsely,22451,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,"2,000",557,293,HU,17.7855,46.955667
Pécsudvard,21096,község,Baranya,028 0,Pécsi,Pécs,843,765,292,HU,18.279,46.0105
Pécsvárad,10825,város,Baranya,029 1,Pécsváradi,Pécsvárad,"3,603",3799,1626,HU,18.4215,46.159667
Pellérd,16115,község,Baranya,028 0,Pécsi,Pécs,"2,093",2327,867,HU,18.155833,46.034
Pély,19567,község,Heves,108 0,Hevesi,Heves,"9,030",1306,627,HU,20.344167,47.490333
Penc,18689,község,Pest,138 0,Váci,Vác,"2,134",1554,565,HU,19.250833,47.8035
Penészlek,17084,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"3,693",912,417,HU,22.150667,47.638
Pénzesgyőr,15547,község,Veszprém,192 0,Zirci,Zirc,"1,765",323,142,HU,17.788667,47.231667
Penyige,32692,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,889",695,285,HU,22.566,47.997167
Pér,15529,község,Győr-Moson-Sopron,087 0,Győri,Győr,"3,150",2758,1077,HU,17.804333,47.613
Perbál,28185,község,Pest,123 0,Budakeszi,Budakeszi,"2,565",2118,729,HU,18.759167,47.590833
Pere,24420,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,953,328,161,HU,21.1235,48.284333
Perecse,32683,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,"1,254",17,30,HU,20.987833,48.5025
Pereked,12867,község,Baranya,028 0,Pécsi,Pécs,674,155,72,HU,18.378667,46.094
Perenye,13684,község,Vas,181 0,Szombathelyi,Szombathely,"1,622",630,235,HU,16.576333,47.293167
Peresznye,8882,község,Vas,178 0,Kőszegi,Kőszeg,"1,073",492,189,HU,16.6525,47.424667
Pereszteg,23773,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,"2,251",1467,540,HU,16.733,47.593667
Perkáta,19354,nagyközség,Fejér,078 0,Dunaújvárosi,Dunaújváros,"7,452",3882,1533,HU,18.792,47.048833
Perkupa,33419,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,939",788,360,HU,20.689,48.473167
Perőcsény,4181,község,Pest,137 0,Szobi,Szob,"4,136",356,229,HU,18.867333,47.995667
Peterd,32425,község,Baranya,031 0,Siklósi,Siklós,"1,060",209,90,HU,18.3625,45.972333
Péterhida,29197,község,Somogy,140 0,Barcsi,Barcs,"1,162",139,93,HU,17.361167,46.008333
Péteri,21847,község,Pest,130 0,Monori,Monor,"1,189",2665,970,HU,19.408333,47.388167
Pétervására,12070,város,Heves,109 1,Pétervásárai,Pétervására,"3,387",2076,896,HU,20.099667,48.0195
Pétfürdő,34254,nagyközség,Veszprém,190 0,Várpalotai,Várpalota,"1,732",4301,1955,HU,18.120667,47.160333
Pethőhenye,5704,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,887,423,190,HU,16.916833,46.877333
Petneháza,17224,község,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,"2,420",1492,667,HU,22.081833,48.0555
Petőfibánya,33686,község,Heves,107 0,Hatvani,Hatvan,"1,111",2419,1373,HU,19.702333,47.7665
Petőfiszállás,15431,község,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,"6,779",1469,769,HU,19.862,46.622167
Petőháza,22831,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,264,1063,467,HU,16.897333,47.599333
Petőmihályfa,11572,község,Vas,182 0,Vasvári,Vasvár,995,203,114,HU,16.787167,46.982667
Petrikeresztúr,19178,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,877,335,164,HU,16.724,46.738167
Petrivente,30757,község,Zala,195 0,Letenyei,Letenye,765,306,131,HU,16.842167,46.439167
Pettend,29762,község,Baranya,033 0,Szigetvári,Szigetvár,598,155,49,HU,17.703167,46.000167
Piliny,11590,község,Nógrád,121 0,Szécsényi,Szécsény,"1,604",577,273,HU,19.601667,48.138167
Pilis,9821,város,Pest,130 0,Monori,Monor,"4,735",11806,4782,HU,19.5455,47.284167
Pilisborosjenő,29601,község,Pest,133 0,Pilisvörösvári,Pilisvörösvár,927,4391,1603,HU,18.993,47.607333
Piliscsaba,7144,város,Pest,133 0,Pilisvörösvári,Pilisvörösvár,"2,557",8560,3077,HU,18.83,47.633667
Piliscsév,21874,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,"2,491",2508,994,HU,18.820167,47.6755
Pilisjászfalu,34148,község,Pest,133 0,Pilisvörösvári,Pilisvörösvár,697,2138,761,HU,18.793167,47.656833
Pilismarót,14669,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,"4,457",2166,843,HU,18.875667,47.784333
Pilisvörösvár,14340,város,Pest,133 1,Pilisvörösvári,Pilisvörösvár,"2,430",14468,5290,HU,18.9105,47.619167
Pilisszántó,5290,község,Pest,133 0,Pilisvörösvári,Pilisvörösvár,"1,596",2665,1521,HU,18.887,47.6685
Pilisszentiván,11396,község,Pest,133 0,Pilisvörösvári,Pilisvörösvár,812,4285,1630,HU,18.894833,47.611667
Pilisszentkereszt,18731,község,Pest,135 0,Szentendrei,Szentendre,"1,721",2147,858,HU,18.903,47.693833
Pilisszentlászló,8457,község,Pest,135 0,Szentendrei,Szentendre,"1,775",1293,457,HU,18.987667,47.723
Pincehely,19585,nagyközség,Tolna,174 0,Tamási,Tamási,"5,008",1988,1019,HU,18.438667,46.68
Pinkamindszent,6248,község,Vas,177 0,Körmendi,Körmend,"1,101",175,110,HU,16.483333,47.039
Pinnye,14687,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,864,324,153,HU,16.768333,47.5875
Piricse,3391,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"3,699",1933,581,HU,22.146333,47.768833
Pirtó,15398,község,Bács-Kiskun,041 0,Kiskunhalasi,Kiskunhalas,"3,450",805,414,HU,19.433333,46.514833
Piskó,23506,község,Baranya,030 0,Sellyei,Sellye,"1,155",221,80,HU,17.939167,45.8105
Pitvaros,6284,község,Csongrád-Csanád,073 0,Makói,Makó,"1,314",1161,646,HU,20.739333,46.320333
Pócsa,22266,község,Baranya,024 0,Bólyi,Bóly,805,150,65,HU,18.474,45.91
Pocsaj,11837,nagyközség,Hajdú-Bihar,096 0,Derecskei,Derecske,"4,955",2525,972,HU,21.817667,47.284167
Pócsmegyer,4905,község,Pest,135 0,Szentendrei,Szentendre,"1,308",2810,1393,HU,19.097333,47.717
Pócspetri,11244,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"2,636",1477,639,HU,21.993833,47.882333
Pogány,17242,község,Baranya,028 0,Pécsi,Pécs,"1,155",1354,472,HU,18.262667,45.980333
Pogányszentpéter,27553,község,Somogy,141 0,Csurgói,Csurgó,"1,315",475,184,HU,17.062167,46.384333
Pókaszepetk,21050,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,869",859,359,HU,16.969833,46.924333
Polány,13790,község,Somogy,143 0,Kaposvári,Kaposvár,"1,287",214,140,HU,17.775167,46.5595
Polgár,23117,város,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,"9,745",7841,3422,HU,21.1135,47.868
